"Q:0","Q:1","Q:2","Q:3","Q:4","Q:5","Q:6","Q:7","coordinates:0","coordinates:1","coordinates:2"
-2.7756e-17,0.00015873,0.0024369,3.1731,0.73558,-6.022,1.8583,0.63921,19.5,9.3237,-4
0,0.00018449,0.00356,6.3682,1.1675,-6.7828,1.8974,0.56234,19.503,9.6,-4
0,-1.1709e-17,1.2035e-17,3.8506,0.97754,-0.76606,1.3013,1.3148,19.3,8,-3.7237
0,-1.2143e-17,0,3.0164,-0.58561,-0.72689,1.2906,1.2137,19.301,8.2763,-3.7237
0,2.3852e-17,9.5952e-17,1.3638,-1.7818,-3.3994,1.5622,0.93859,19.386,8.8,-3.7237
6.9389e-18,0,0,1.0154,-0.40252,-5.8685,1.744,0.72417,19.48,9.3237,-3.7237
-5.4644e-17,6.0715e-18,0,3.3053,0.29483,-6.4138,1.8559,0.66753,19.495,9.6,-3.7237
5.5511e-17,-2.5314e-05,0.0048843,5.7856,0.83211,-0.9943,1.3586,1.4564,19.144,8,-3.2
-1.1102e-16,-5.5716e-05,0.0054031,5.8236,-0.75414,-1.0639,1.3716,1.3593,19.163,8.2763,-3.2
-2.7756e-17,-0.00010069,0.0038834,2.8499,-1.8934,-3.5319,1.5765,1.0964,19.292,8.8,-3.2
6.9389e-18,-7.7362e-07,2.8214e-05,0.78913,-0.86641,-5.7302,1.7718,0.90622,19.441,9.3237,-3.2
5.5511e-17,0,0,2.2224,0.0049889,-6.2757,1.8587,0.86172,19.486,9.6,-3.2
-5.5511e-17,-2.4069e-17,2.3852e-17,7.5524,1.1926,-1.685,1.4173,1.6547,19.051,8,-2.6763
0,-9.1073e-18,-2.4015e-17,7.4686,-0.24818,-1.76,1.404,1.5576,19.095,8.2763,-2.6763
0,-2.4069e-17,9.606e-17,4.7718,-1.5798,-4.0092,1.5751,1.2906,19.244,8.8,-2.6763
-5.5511e-17,2.4069e-17,-9.5843e-17,2.588,-0.78938,-6.0886,1.7008,1.1045,19.408,9.3237,-2.6763
0,-6.5052e-19,0,3.6448,-0.06735,-6.564,1.8143,1.0721,19.473,9.6,-2.6763
1.1102e-16,3.6592e-19,-4.803e-17,12.706,0.02639,-2.2783,1.4263,1.776,19.039,8,-2.4
-2.2205e-16,-0.00021218,0.0065905,9.8392,-1.0092,-1.907,1.4717,1.6587,19.097,8.2763,-2.4
2.7756e-17,-3.2671e-05,0.00051633,3.7954,-2.3807,-3.8534,1.5996,1.4079,19.247,8.8,-2.4
5.5511e-17,-2.4069e-17,1.9169e-16,4.6835,-0.74478,-6.228,1.7698,1.2218,19.398,9.3237,-2.4
1.1102e-16,3.0087e-18,-9.7145e-17,8.292,-0.19794,-7.0182,1.8228,1.1854,19.461,9.6,-2.4
-3.4694e-18,0,0,0.52947,0.029009,-4.3591,1.4072,1.0599,19.688,8,-5.6
5.5511e-17,8.9219e-05,0.0031009,4.5301,0.44388,-5.1943,1.6269,0.94668,19.645,8.2763,-5.6
0,3.1593e-06,0.00012394,10.181,1.5254,-5.8503,1.708,0.74035,19.505,8.8,-5.6
-5.5511e-17,7.1539e-05,0.0024515,5.4044,1.5569,-5.9976,1.7948,0.54211,19.365,9.3237,-5.6
0,1.2143e-17,1.9255e-16,-1.1114,0.88397,-6.0449,1.8176,0.44097,19.322,9.6,-5.6
5.5511e-17,-4.3368e-19,1.9207e-16,5.8767,-0.083885,-5.0463,1.4651,1.0235,19.707,8,-5.3237
0,2.3961e-17,-1.9207e-16,7.5031,1.0857,-5.6358,1.5976,0.91431,19.652,8.2763,-5.3237
0,4.7922e-17,-9.606e-17,5.9986,2.4678,-5.5244,1.7054,0.70394,19.505,8.8,-5.3237
0,0,0,2.1216,2.0453,-5.7352,1.789,0.48952,19.372,9.3237,-5.3237
-3.4694e-18,2.3852e-17,9.606e-17,0.44413,1.139,-6.276,1.7951,0.37624,19.337,9.6,-5.3237
-6.9389e-18,-1.301e-18,0,0.76811,-0.14615,-4.642,1.5005,1.0114,19.64,8,-4.8
-5.5511e-17,1.2035e-17,9.606e-17,2.9242,0.79989,-5.1725,1.6411,0.89813,19.595,8.2763,-4.8
-5.5511e-17,4.7922e-17,0,2.6165,1.9681,-5.1976,1.7296,0.68776,19.503,8.8,-4.8
-6.9389e-18,-2.4069e-17,9.6033e-17,1.03,1.6428,-5.6013,1.8235,0.46929,19.432,9.3237,-4.8
8.6736e-19,1.2143e-17,-9.5952e-17,0.028799,0.78327,-6.1224,1.8403,0.34792,19.415,9.6,-4.8
0,-8.6736e-19,-9.5952e-17,1.3959,0.052459,-4.6146,1.5727,1.0559,19.489,8,-4.2763
0,0,0,3.4435,0.65187,-5.1909,1.6848,0.94668,19.472,8.2763,-4.2763
0,-4.803e-17,-9.6033e-17,3.1805,1.7327,-5.208,1.7414,0.75653,19.477,8.8,-4.2763
-8.6736e-19,-1.2035e-17,-9.6033e-17,0.18501,0.88485,-5.5289,1.8099,0.57448,19.492,9.3237,-4.2763
-2.7756e-17,5.9902e-18,0,-2.0146,0.37195,-5.8192,1.8393,0.48548,19.49,9.6,-4.2763
-5.5511e-17,1.3466e-05,0.00090748,6.1996,0.019237,-5.1705,1.5438,1.0964,19.394,8,-4
0,7.1508e-05,0.0035616,9.0741,0.34928,-5.8415,1.7206,0.98713,19.392,8.2763,-4
5.5511e-17,8.5754e-05,0.0026505,5.711,1.5641,-5.4661,1.7256,0.80508,19.444,8.8,-4
0,-1.5179e-18,9.6277e-17,-1.3995,0.11761,-5.6477,1.8138,0.63516,19.5,9.3237,-4
5.5511e-17,-6.5052e-19,0,-4.1681,0.053744,-6.1949,1.9085,0.5583,19.503,9.6,-4
0,0,-1.2008e-17,1.6453,-0.24623,0.43121,0.70314,4.701,19.358,1.6,-8.8
3.4694e-18,6.0715e-18,-6.0715e-18,-0.29671,-0.28182,0.33555,0.76113,4.519,19.312,1.8763,-8.8
1.3878e-17,0,9.1073e-18,-1.2579,-0.27122,-0.25582,0.85891,4.1994,19.286,2.4,-8.8
0,0,0,-3.4734,-0.76344,-0.77711,0.93353,3.9445,19.32,2.9237,-8.8
5.5511e-17,-2.4069e-17,2.3961e-17,-4.9041,-1.1246,-0.99214,0.96236,3.8272,19.354,3.2,-8.8
-2.7756e-17,3.0358e-18,-5.8547e-18,3.657,0.14927,0.42178,0.71815,4.6646,19.276,1.6,-8.5237
-2.7756e-17,-3.0358e-18,0,2.1986,-0.13767,0.20112,0.75101,4.5068,19.24,1.8763,-8.5237
-6.9389e-18,0,0,-0.48612,-0.51886,-0.33094,0.83069,4.1751,19.234,2.4,-8.5237
0,1.1926e-17,0,-2.421,-0.94239,-0.88199,0.90095,3.904,19.284,2.9237,-8.5237
-2.7756e-17,2.3961e-17,0,-2.6098,-1.0452,-1.1623,0.93918,3.7908,19.324,3.2,-8.5237
2.7756e-17,-1.2035e-17,0,3.8454,0.33671,0.37819,0.72137,4.6727,19.196,1.6,-8
0,0,-1.5179e-18,3.078,0.017548,0.084541,0.75506,4.5028,19.164,1.8763,-8
0,0,5.8547e-18,0.41238,-0.46361,-0.47618,0.82822,4.1427,19.153,2.4,-8
1.3878e-17,-1.2008e-17,-2.3852e-17,-1.2857,-0.86734,-1.045,0.90182,3.8514,19.195,2.9237,-8
0,2.4015e-17,0,-1.4669,-1.0463,-1.3517,0.93953,3.7301,19.233,3.2,-8
2.7756e-17,0,0,3.4492,0.19506,0.2341,0.71475,4.6768,19.154,1.6,-7.4763
2.7756e-17,1.5179e-18,0,2.5682,-0.10214,-0.057367,0.74459,4.4947,19.118,1.8763,-7.4763
-3.4694e-18,0,0,0.28745,-0.52717,-0.58421,0.81422,4.1306,19.095,2.4,-7.4763
0,2.3852e-17,-2.4069e-17,-2.3858,-0.9293,-1.0135,0.88537,3.8312,19.118,2.9237,-7.4763
0,0,-2.4069e-17,-2.8554,-1.0193,-1.2481,0.92213,3.7058,19.143,3.2,-7.4763
1.3878e-17,0,0,1.486,-0.11956,0.032057,0.72058,4.6929,19.122,1.6,-7.2
0,0,-1.2143e-17,1.5077,-0.52593,-0.33766,0.76334,4.4947,19.087,1.8763,-7.2
3.4694e-18,0,-1.1926e-17,0.13647,-0.64446,-0.65038,0.83457,4.1306,19.073,2.4,-7.2
0,-2.4069e-17,0,-4.2948,-1.0755,-0.84287,0.91124,3.8353,19.098,2.9237,-7.2
0,0,0,-5.4238,-1.1793,-0.95856,0.94039,3.7018,19.114,3.2,-7.2
2.7756e-17,2.4015e-17,4.7705e-17,3.0949,-0.73905,-2.9857,1.1458,2.8724,19.392,4.8,-7.2
2.7756e-17,-6.1524e-07,0.00012084,3.1315,-0.5043,-3.1888,1.1909,2.747,19.45,5.0763,-7.2
0,0,0,0.99364,-0.61066,-3.1862,1.2644,2.4314,19.528,5.6,-7.2
1.3878e-17,2.3852e-17,-4.7705e-17,-0.54739,-0.76982,-3.6679,1.3224,2.1725,19.57,6.1237,-7.2
0,0,4.8572e-17,-0.94576,-0.27554,-3.9917,1.3267,2.035,19.581,6.4,-7.2
1.3878e-17,1.1926e-17,4.8139e-17,1.3104,-0.577,-2.7571,1.1603,2.836,19.374,4.8,-6.9237
3.4694e-18,0,0,0.41015,-0.47762,-2.8959,1.1946,2.7025,19.426,5.0763,-6.9237
-1.7347e-18,0,-4.8139e-17,0.25783,-0.32973,-3.0916,1.2498,2.395,19.491,5.6,-6.9237
-6.9389e-18,0,-9.6277e-17,0.77887,-0.2949,-3.0705,1.2761,2.1401,19.527,6.1237,-6.9237
0,-4.3368e-19,0,0.54724,-0.024955,-3.2144,1.2852,2.0066,19.54,6.4,-6.9237
0,0,-4.7976e-17,-1.0997,-0.46042,-2.5271,1.1463,2.8036,19.264,4.8,-6.4
2.7539e-17,1.1709e-17,4.8017e-17,-1.8675,-0.4413,-2.6572,1.1794,2.658,19.306,5.0763,-6.4
-1.3824e-17,0,9.5843e-17,-1.3801,-0.37632,-2.9218,1.2359,2.3384,19.379,5.6,-6.4
-2.1684e-19,6.0715e-18,0,-0.030537,-0.29421,-2.9739,1.2824,2.0754,19.442,6.1237,-6.4
0,6.5052e-19,0,0.54871,-0.068916,-3.2283,1.2926,1.9338,19.471,6.4,-6.4
0,0,0,-2.2377,-0.4559,-2.4111,1.1502,2.8077,19.119,4.8,-5.8763
0,1.2143e-17,9.606e-17,-3.9739,-0.40411,-2.4725,1.1695,2.6377,19.169,5.0763,-5.8763
5.5511e-17,-6.0715e-18,4.803e-17,-4.961,-0.3861,-2.5643,1.2214,2.3101,19.281,5.6,-5.8763
0,0,9.606e-17,-4.0333,-0.32699,-2.6191,1.2664,2.0228,19.392,6.1237,-5.8763
2.7756e-17,3.0358e-18,-4.7922e-17,-3.465,-0.12549,-2.8393,1.2855,1.8853,19.44,6.4,-5.8763
0,0,0,-0.11767,-0.17789,-2.6351,1.1239,2.8077,19.055,4.8,-5.6
5.5511e-17,3.0358e-18,-4.7705e-17,-4.3696,-0.12026,-2.3641,1.1526,2.6499,19.12,5.0763,-5.6
-1.1102e-16,1.0842e-18,4.8139e-17,-8.2437,0.043972,-2.1303,1.236,2.3303,19.263,5.6,-5.6
0,6.0715e-18,0,-8.4783,0.27806,-2.0631,1.3374,2.0309,19.397,6.1237,-5.6
1.1102e-16,1.2008e-17,4.7705e-17,-8.7629,0.54754,-2.294,1.3625,1.8772,19.449,6.4,-5.6
2.7756e-17,-1.2035e-17,4.6838e-17,2.9013,-0.80092,-2.9996,1.1353,2.9048,19.055,4.8,-5.6
-5.5511e-17,-1.1926e-17,0,4.5506,-1.0097,-3.1564,1.2134,2.7146,19.12,5.0763,-5.6
-5.5511e-17,-1.2143e-17,-4.8572e-17,7.9471,-0.81221,-3.7792,1.2544,2.3869,19.263,5.6,-5.6
2.2205e-16,6.0715e-18,9.541e-17,9.3929,-0.49535,-4.5274,1.2758,2.0269,19.397,6.1237,-5.6
0,0,0,9.5987,-0.047853,-4.9679,1.2688,1.8691,19.449,6.4,-5.6
5.5511e-17,2.4069e-17,0,5.3256,-1.2589,-2.2938,1.1267,2.9371,19.001,4.8,-5.3237
-1.1102e-16,0,9.6277e-17,5.7659,-1.228,-2.8353,1.1877,2.7308,19.081,5.0763,-5.3237
-5.5511e-17,-2.3852e-17,4.7922e-17,5.1004,-0.99644,-3.3452,1.2519,2.3586,19.236,5.6,-5.3237
5.5511e-17,-1.1709e-17,-1.4405e-16,4.1634,-0.65349,-3.907,1.3066,1.9824,19.38,6.1237,-5.3237
1.1102e-16,0,-9.5952e-17,4.3638,-0.087521,-4.3794,1.3196,1.8448,19.444,6.4,-5.3237
-1.1102e-16,0,0,4.3195,-0.89082,-2.182,1.1424,3.0099,18.898,4.8,-4.8
0,-1.2143e-17,-4.7705e-17,3.2031,-0.9123,-2.5629,1.2028,2.7874,18.993,5.0763,-4.8
-1.3878e-17,2.4286e-17,4.8572e-17,1.3278,-0.70475,-2.9639,1.2744,2.3586,19.156,5.6,-4.8
0,6.0715e-18,-4.8139e-17,0.23361,-0.32131,-3.5307,1.3412,1.9824,19.306,6.1237,-4.8
-1.7347e-18,-6.0715e-18,-9.6277e-17,0.18795,0.14805,-3.9646,1.3537,1.8408,19.383,6.4,-4.8
5.5511e-17,1.1926e-17,-4.8139e-17,6.2769,-0.85727,-2.5971,1.1323,3.0787,18.785,4.8,-4.2763
-5.5511e-17,-1.2143e-17,4.7705e-17,6.0495,-0.84983,-3.0515,1.199,2.8603,18.872,5.0763,-4.2763
0,0,0,5.2983,-0.68734,-3.5069,1.3023,2.4072,19.032,5.6,-4.2763
0,0,0,3.9644,-0.48207,-3.9667,1.3989,2.0269,19.186,6.1237,-4.2763
0,-8.6736e-19,0,3.3524,-0.043892,-4.3204,1.4262,1.8772,19.265,6.4,-4.2763
0,2.4015e-17,-4.8139e-17,12.871,-1.067,-3.2647,1.1126,3.1637,18.718,4.8,-4
-1.1102e-16,1.301e-05,0.0016275,13.401,-1.1088,-3.7735,1.1941,2.9128,18.79,5.0763,-4
0,-1.2143e-17,0,12.927,-0.97959,-4.283,1.2929,2.4476,18.949,5.6,-4
1.1102e-16,2.0019e-05,0.0021244,10.942,-0.56298,-4.7126,1.3715,2.0592,19.109,6.1237,-4
-2.2205e-16,-8.6736e-19,9.5843e-17,9.7274,0.066252,-5.044,1.3713,1.8934,19.185,6.4,-4
0,6.2693e-05,0.0082167,-1.1183,0.051015,-2.7537,1.1878,3.0585,19.466,4.8,-8.8
-5.2042e-18,2.6648e-05,0.010614,-0.33124,-0.039683,-3.0298,1.2524,2.9533,19.474,5.0763,-8.8
0,-1.5481e-05,0.009058,1.3641,-0.13611,-3.5712,1.3134,2.7591,19.5,5.6,-8.8
2.7756e-17,3.2612e-05,0.011086,2.1495,-0.086328,-3.9837,1.4225,2.5771,19.541,6.1237,-8.8
-2.7756e-17,-1.1192e-05,0.0088514,2.2054,-0.15938,-4.1614,1.4652,2.4719,19.567,6.4,-8.8
0,0,4.8572e-17,-0.95598,-0.078648,-2.7901,1.1485,3.0099,19.466,4.8,-8.5237
3.4694e-18,5.8547e-18,0,-0.58662,-0.16204,-3.0099,1.2045,2.9048,19.474,5.0763,-8.5237
-1.7347e-18,-5.247e-06,0.00039377,0.26911,-0.26467,-3.4417,1.269,2.6944,19.507,5.6,-8.5237
1.3878e-17,-3.7384e-06,0.00058904,1.4281,-0.19814,-3.8997,1.3469,2.4962,19.553,6.1237,-8.5237
0,-4.9709e-06,0.0013505,2.1422,-0.18937,-4.1568,1.3835,2.3829,19.579,6.4,-8.5237
0,3.0087e-18,4.8139e-17,-1.707,-0.12735,-2.7561,1.1665,2.925,19.439,4.8,-8
0,5.9631e-18,-9.5843e-17,-1.5244,-0.19025,-2.8928,1.2304,2.8158,19.463,5.0763,-8
6.9389e-18,0,-4.8139e-17,-1.049,-0.24518,-3.2857,1.3035,2.5892,19.52,5.6,-8
-1.7347e-18,-5.0419e-06,0.00036449,-0.25155,-0.29082,-3.7034,1.3959,2.3667,19.578,6.1237,-8
-1.7347e-18,6.0715e-18,-9.5843e-17,0.26308,-0.34545,-3.9407,1.4184,2.2453,19.603,6.4,-8
-2.7756e-17,3.7947e-19,-9.5843e-17,-3.7275,-0.035384,-2.5224,1.1419,2.8562,19.403,4.8,-7.4763
-2.7756e-17,0,-4.7705e-17,-3.5087,-0.11146,-2.7013,1.1982,2.7429,19.451,5.0763,-7.4763
2.7756e-17,0,0,-2.4983,-0.2048,-3.1265,1.2644,2.484,19.529,5.6,-7.4763
-1.3878e-17,0,4.7705e-17,-1.0043,-0.17053,-3.6218,1.3408,2.2413,19.583,6.1237,-7.4763
2.6021e-18,3.0358e-18,0,0.15398,-0.2721,-3.9355,1.3598,2.1118,19.602,6.4,-7.4763
1.1102e-16,8.6736e-19,-9.6277e-17,-5.7947,0.050016,-2.3712,1.181,2.836,19.392,4.8,-7.2
0,-2.1684e-19,-4.8139e-17,-5.2731,-0.013726,-2.8109,1.2443,2.7187,19.45,5.0763,-7.2
-2.7756e-17,-6.0715e-18,0,-3.3621,-0.36878,-3.0226,1.306,2.4274,19.528,5.6,-7.2
0,-1.5445e-05,0.0031998,-0.59597,-0.17924,-3.6675,1.4105,2.1523,19.57,6.1237,-7.2
1.3878e-17,-1.2638e-06,0.00018985,1.5683,-0.22487,-4.1013,1.4212,2.0269,19.581,6.4,-7.2
0,0,1.2143e-17,-1.829,-1.4191,-0.8229,1.0062,3.5197,18.718,4.8,-4
0,-4.8139e-17,0,-4.7828,-1.9523,-0.57434,1.0263,3.7867,18.79,5.0763,-4
0,-2.3852e-17,-1.1709e-17,-6.6276,-1.4444,-0.89838,1.0583,3.8353,18.949,5.6,-4
-5.5511e-17,6.0715e-18,-2.4286e-17,-6.951,-0.25434,-1.663,1.1423,3.6411,19.109,6.1237,-4
-1.1102e-16,-1.5179e-18,-4.7705e-17,-7.6839,0.07893,-1.635,1.1712,3.6775,19.185,6.4,-4
0,0,0,-0.98723,-0.79403,-0.8041,0.9786,3.5844,18.656,4.8,-3.7237
-3.4694e-18,-4.8139e-17,0,-0.40127,-1.2954,-0.30535,0.98541,3.5076,18.718,5.0763,-3.7237
-2.7756e-17,4.8139e-17,8.6736e-19,-1.6892,-1.7859,0.080715,0.98075,3.196,18.867,5.6,-3.7237
0,-2.3852e-17,-6.0715e-18,-1.8754,-1.9963,-0.31008,1.0319,2.7389,19.027,6.1237,-3.7237
3.4694e-18,0,0,-0.2855,-1.926,-0.66087,1.0646,2.3424,19.104,6.4,-3.7237
0,0,-2.4286e-17,2.0339,-0.98084,-1.1597,0.96991,3.8433,18.591,4.8,-3.2
5.5511e-17,0.00027116,0.0031731,3.4945,-1.3776,-0.78118,1.008,3.6896,18.632,5.0763,-3.2
0,0.00036216,0.0044593,2.8944,-1.8754,-0.42645,1.0491,3.3862,18.749,5.6,-3.2
0,0.00028654,0.005969,2.8966,-2.1658,-0.68046,1.1314,2.9857,18.899,6.1237,-3.2
-5.5511e-17,0.00013112,0.0046333,4.6411,-2.1973,-0.95584,1.1628,2.7227,18.984,6.4,-3.2
-5.5511e-17,-4.7705e-17,-2.4286e-17,5.5391,-1.2304,-1.7867,0.96027,3.9323,18.583,4.8,-2.6763
1.1102e-16,-2.4069e-17,0,6.4613,-1.6185,-1.3851,0.99533,3.8069,18.605,5.0763,-2.6763
-5.5511e-17,0,0,4.8039,-2.0778,-1.0308,1.0242,3.5723,18.694,5.6,-2.6763
0,4.7922e-17,0,3.2352,-2.0578,-1.1875,1.0898,3.2325,18.826,6.1237,-2.6763
0,4.8139e-17,2.4286e-17,2.9978,-2.0768,-1.3756,1.1098,2.9776,18.906,6.4,-2.6763
-5.5511e-17,-1.1288e-05,0.002621,6.8881,-1.5553,-1.8432,0.98096,3.9364,18.597,4.8,-2.4
1.1102e-16,0.00010918,0.0072898,8.7115,-1.8842,-1.574,1.0561,3.7908,18.612,5.0763,-2.4
5.5511e-17,0.00026314,0.0083168,6.2126,-2.2176,-1.0385,1.1471,3.5359,18.697,5.6,-2.4
-5.5511e-17,-2.4069e-17,-2.4069e-17,2.4286,-1.4358,-1.2732,1.2615,3.2122,18.818,6.1237,-2.4
0,-2.4069e-17,-2.4069e-17,0.092928,-1.0655,-1.5894,1.2821,2.9735,18.882,6.4,-2.4
-6.9389e-18,5.997e-18,1.5179e-18,0.27306,0.17503,0.11061,0.72733,4.5716,19.122,1.6,-7.2
-6.9389e-18,-4.3368e-19,1.5179e-18,-0.92861,-0.023734,-0.11683,0.76207,4.3976,19.087,1.8763,-7.2
-2.7756e-17,0,0,-2.3004,-0.31142,-0.58836,0.82407,4.0942,19.073,2.4,-7.2
0,1.2143e-17,0,1.1744,-0.51211,-1.4139,0.90324,3.8312,19.098,2.9237,-7.2
5.5511e-17,0,2.3419e-17,3.656,-0.69661,-1.8566,0.94756,3.7058,19.114,3.2,-7.2
0,0,-1.5179e-18,-0.73286,0.10018,0.12957,0.70862,4.5635,19.069,1.6,-6.9237
1.3878e-17,-1.5043e-18,3.0358e-18,-1.3858,-0.11986,-0.1715,0.73568,4.3895,19.045,1.8763,-6.9237
1.3878e-17,-1.2035e-17,0,-1.8871,-0.39082,-0.68955,0.80767,4.082,19.041,2.4,-6.9237
0,-2.4069e-17,0,-0.027718,-0.61119,-1.3137,0.88906,3.8231,19.063,2.9237,-6.9237
-2.7729e-17,0,-4.803e-17,1.6906,-0.73193,-1.642,0.94216,3.7058,19.074,3.2,-6.9237
0,1.301e-18,4.3368e-19,-0.029798,0.10554,0.017344,0.71722,4.5716,18.966,1.6,-6.4
-6.9389e-18,-1.5179e-18,0,-0.70383,-0.10459,-0.28295,0.75206,4.4016,18.954,1.8763,-6.4
1.3878e-17,-1.2035e-17,-1.2143e-17,-1.4714,-0.34462,-0.76049,0.81983,4.0901,18.946,2.4,-6.4
-6.9389e-18,-1.2001e-17,-2.4069e-17,-0.98377,-0.52521,-1.2142,0.90112,3.8312,18.954,2.9237,-6.4
0,0,-4.8139e-17,0.30233,-0.57239,-1.4788,0.94812,3.7179,18.964,3.2,-6.4
1.3878e-17,0,0,0.94265,0.1244,-0.096062,0.71074,4.6363,18.882,1.6,-5.8763
8.6736e-19,1.301e-18,6.0715e-18,0.060612,-0.044571,-0.36843,0.73954,4.4542,18.87,1.8763,-5.8763
-1.3878e-17,-5.9631e-18,1.2143e-17,-1.5899,-0.26286,-0.74309,0.81235,4.1387,18.844,2.4,-5.8763
-2.7756e-17,0,2.3852e-17,-1.169,-0.35446,-1.1963,0.89162,3.8636,18.833,2.9237,-5.8763
-3.4694e-18,0,4.7922e-17,0.50773,-0.43164,-1.5202,0.94281,3.7422,18.839,3.2,-5.8763
0,3.0358e-18,6.0173e-18,1.5008,0.096423,-0.17109,0.72637,4.6808,18.856,1.6,-5.6
8.6736e-19,4.3368e-19,6.0715e-18,0.20938,-0.032559,-0.40285,0.76473,4.4987,18.838,1.8763,-5.6
0,-3.0358e-18,0,-2.2627,-0.2097,-0.66432,0.82936,4.1751,18.803,2.4,-5.6
6.9389e-18,-2.9816e-18,0,-0.88195,-0.15828,-1.1664,0.90509,3.9,18.781,2.9237,-5.6
0,-5.8547e-18,-4.7705e-17,2.1198,-0.24847,-1.6442,0.94299,3.7705,18.779,3.2,-5.6
-2.7756e-17,-6.5052e-19,8.6736e-19,-3.1098,-0.06336,0.030778,0.71474,4.6484,18.856,1.6,-5.6
0,0,-6.0715e-18,-1.7976,-0.11015,-0.28906,0.74172,4.4947,18.838,1.8763,-5.6
-1.3878e-17,3.0358e-18,-1.2143e-17,1.505,-0.1323,-0.96121,0.81556,4.1953,18.803,2.4,-5.6
0,-1.1994e-17,2.3419e-17,2.297,-0.49698,-1.4184,0.88668,3.9445,18.781,2.9237,-5.6
-6.9389e-18,0,2.3852e-17,1.0332,-0.74692,-1.3109,0.91085,3.8231,18.779,3.2,-5.6
2.7756e-17,8.6736e-19,0,-2.1493,-0.065072,-0.015481,0.71492,4.6727,18.823,1.6,-5.3237
0,0,5.6379e-18,-1.542,-0.05056,-0.29874,0.74697,4.5311,18.801,1.8763,-5.3237
1.3878e-17,-6.5052e-19,-1.1709e-17,0.65495,0.059753,-0.87346,0.82253,4.2479,18.761,2.4,-5.3237
-2.7756e-17,0,4.8139e-17,2.3318,0.028859,-1.2107,0.88964,4.0133,18.731,2.9237,-5.3237
0,-3.0358e-18,-2.3852e-17,2.4011,-0.15437,-1.1414,0.91891,3.9081,18.722,3.2,-5.3237
1.3878e-17,4.3368e-19,-3.0358e-18,-1.3455,-0.051887,-0.091046,0.70981,4.7455,18.72,1.6,-4.8
1.3878e-17,4.3368e-19,0,-0.88631,0.017034,-0.35018,0.73919,4.6201,18.69,1.8763,-4.8
0,1.5179e-18,-1.2143e-17,0.60461,0.12384,-0.84883,0.81287,4.3652,18.655,2.4,-4.8
0,8.9989e-18,4.8572e-17,2.3738,0.17052,-1.1804,0.87872,4.1468,18.639,2.9237,-4.8
-2.7756e-17,0,-4.8572e-17,3.2117,-0.020902,-1.1918,0.91058,4.0578,18.634,3.2,-4.8
0,-8.6736e-19,-3.0358e-18,-0.87029,-0.052946,-0.18972,0.70888,4.8183,18.615,1.6,-4.2763
0,0,-6.0715e-18,-0.38982,0.013938,-0.45123,0.73959,4.7091,18.577,1.8763,-4.2763
2.7756e-17,-3.0358e-18,2.3852e-17,1.3081,0.14392,-0.98635,0.8113,4.4704,18.544,2.4,-4.2763
2.7756e-17,6.0038e-18,0,3.1579,0.17372,-1.4058,0.8723,4.2681,18.546,2.9237,-4.2763
-2.7756e-17,-8.6736e-19,2.4286e-17,3.6868,-0.061005,-1.4227,0.90659,4.1913,18.556,3.2,-4.2763
0,0,-5.8547e-18,-0.95099,-0.011173,-0.28091,0.70493,4.8548,18.581,1.6,-4
-3.4694e-18,-6.0715e-18,-5.6379e-18,-0.46502,0.14121,-0.51694,0.73184,4.7496,18.539,1.8763,-4
0,6.0715e-18,-2.3419e-17,2.3056,0.30441,-1.0487,0.79625,4.519,18.494,2.4,-4
-5.5511e-17,0,2.4286e-17,4.7254,0.5562,-1.5317,0.85267,4.3207,18.494,2.9237,-4
2.6021e-17,0,2.4069e-17,4.0682,0.57279,-1.5915,0.88812,4.252,18.513,3.2,-4
5.5511e-17,0,-2.4015e-17,-4.258,-1.2778,-1.0858,0.98865,3.7989,19.354,3.2,-8.8
2.7756e-17,-5.1038e-05,0.0010413,-2.5848,-0.7005,-1.3921,1.0048,3.6896,19.412,3.4763,-8.8
0,-0.00012788,0.0056661,-1.0519,-0.23763,-2.1965,1.0746,3.4428,19.469,4,-8.8
-2.7756e-17,1.6498e-05,0.0068216,-1.3533,0.036449,-2.5084,1.1379,3.2122,19.476,4.5237,-8.8
1.3878e-17,-5.6042e-05,0.012166,-1.3879,0.018932,-2.7081,1.2061,3.0828,19.466,4.8,-8.8
-1.3878e-17,-1.2143e-17,0,-1.6542,-1.0166,-1.0817,0.94653,3.7584,19.324,3.2,-8.5237
-6.9389e-18,-1.1926e-17,-4.8572e-17,-0.92115,-0.91979,-1.6118,0.96802,3.6411,19.389,3.4763,-8.5237
-1.3878e-17,-0.00015616,0.0028402,-0.71341,-0.50269,-2.2483,1.0371,3.3983,19.463,4,-8.5237
1.3878e-17,-1.7542e-05,0.0025659,-0.96189,-0.049743,-2.5569,1.1067,3.1718,19.478,4.5237,-8.5237
6.9389e-18,-7.564e-06,0.00050623,-0.99645,-0.08241,-2.7566,1.1641,3.0383,19.466,4.8,-8.5237
-3.4694e-18,0,4.8139e-17,-0.48609,-0.95292,-1.2488,0.94588,3.6977,19.233,3.2,-8
1.7347e-18,1.2008e-17,7.1991e-17,-0.15407,-0.89795,-1.7378,0.97447,3.5723,19.296,3.4763,-8
-6.9389e-18,-4.1847e-05,0.00073064,-0.6582,-0.52065,-2.2574,1.0479,3.3255,19.383,4,-8
