"Q:0","Q:1","Q:2","Q:3","Q:4","Q:5","Q:6","Q:7","coordinates:0","coordinates:1","coordinates:2"
0,-1.7347e-18,-2.6021e-18,0.10927,-0.11154,0.21972,0.00067328,1e+05,19.299,27.2,10.124
1.7347e-18,3.0358e-18,5.6379e-18,0.11635,-0.11284,0.20772,0.00059743,1e+05,19.399,27.476,10.124
0,1.7347e-18,-6.0715e-18,0.11274,-0.10656,0.17568,0.00050598,1e+05,19.586,28,10.124
0,-2.6021e-18,3.0358e-18,0.082049,-0.081032,0.14125,0.0004322,1e+05,19.746,28.524,10.124
0,-6.5052e-19,-3.0358e-18,0.0585,-0.057384,0.12506,0.00035581,1e+05,19.813,28.8,10.124
-8.6736e-19,3.0358e-18,3.0358e-18,0.14328,-0.21256,0.17342,0.0010375,1e+05,19.293,27.2,10.4
1.7347e-18,2.6021e-18,0,0.15445,-0.21667,0.1669,0.00096555,1e+05,19.395,27.476,10.4
-3.4694e-18,0,0,0.14736,-0.20282,0.14483,0.00082399,1e+05,19.582,28,10.4
0,-3.0358e-18,1.301e-18,0.10341,-0.15568,0.12121,0.00068529,1e+05,19.744,28.524,10.4
8.6736e-19,1.5179e-18,1.301e-18,0.072076,-0.11723,0.10935,0.00056424,1e+05,19.811,28.8,10.4
0,4.3368e-19,-1.5179e-18,-0.022056,0.0192,0.067405,0.00020161,1e+05,20.004,30.4,10.4
0,0,7.5894e-19,-0.024607,0.0038766,0.057713,0.00017222,1e+05,20.004,30.676,10.4
0,4.3368e-19,0,-0.023897,-0.030396,0.049482,0.00012768,1e+05,20.004,31.2,10.4
1.7347e-18,8.6736e-19,-4.3368e-19,-0.019447,-0.05468,0.041451,0.00010394,1e+05,20.004,31.724,10.4
0,-8.6736e-19,0,-0.016768,-0.058103,0.033043,8.9306e-05,1e+05,20.004,32,10.4
0,3.2526e-19,-7.5894e-19,-0.02372,0.012615,0.055457,0.00020838,1e+05,20.004,30.4,10.676
8.6736e-19,1.0842e-19,1.5179e-18,-0.025999,0.00044743,0.047688,0.00018583,1e+05,20.004,30.676,10.676
1.7347e-18,0,-1.5179e-18,-0.024389,-0.029478,0.04376,0.00014193,1e+05,20.004,31.2,10.676
0,-6.5052e-19,8.6736e-19,-0.018486,-0.057617,0.04035,0.00011284,1e+05,20.004,31.724,10.676
1.7347e-18,-1.5179e-18,0,-0.015062,-0.066132,0.033539,9.698e-05,1e+05,20.004,32,10.676
0,1.0842e-19,2.1684e-19,-0.023866,0.0069306,0.038045,0.00014424,1e+05,20.004,30.4,11.2
0,-1.0842e-19,3.2526e-19,-0.025863,0.00053946,0.031353,0.00012862,1e+05,20.004,30.676,11.2
0,3.7947e-19,-3.2526e-19,-0.023294,-0.021377,0.029679,0.00010867,1e+05,20.004,31.2,11.2
0,0,-4.3368e-19,-0.015732,-0.056398,0.031446,9.2971e-05,1e+05,20.003,31.724,11.2
-3.4694e-18,0,4.3368e-19,-0.01165,-0.074611,0.028866,8.5124e-05,1e+05,20.003,32,11.2
0,0,-8.6736e-19,-0.020692,0.0015013,0.024967,0.00020706,1e+05,20.004,30.4,11.724
0,0,4.3368e-19,-0.023037,-0.000163,0.019671,0.00017337,1e+05,20.004,30.676,11.724
0,1.6263e-19,-1.6263e-19,-0.021326,-0.013551,0.015431,0.00013436,1e+05,20.003,31.2,11.724
1.7347e-18,-7.5894e-19,0,-0.014531,-0.048178,0.01793,0.00010353,1e+05,20.003,31.724,11.724
0,6.5052e-19,0,-0.010862,-0.071437,0.020141,9.5359e-05,1e+05,20.003,32,11.724
8.6736e-19,0,0,-0.019285,-0.0044937,0.023537,0.00021599,1e+05,20.004,30.4,12
-8.6736e-19,0,2.1684e-19,-0.021793,-0.0038884,0.017359,0.000155,1e+05,20.004,30.676,12
0,0,1.6263e-19,-0.020871,-0.012137,0.0097165,0.00010517,1e+05,20.003,31.2,12
0,-7.5894e-19,4.3368e-19,-0.015065,-0.042324,0.011455,7.8697e-05,1e+05,20.003,31.724,12
0,1.5179e-18,-8.6736e-19,-0.011726,-0.065317,0.016053,7.7959e-05,1e+05,20.003,32,12
0,0,-2.9816e-18,-0.04436,0.0554,0.15673,0.00079027,1e+05,19.19,27.2,5.6
0,0,0,-0.055739,0.070822,0.1517,0.00069276,1e+05,19.307,27.476,5.6
0,1.7347e-18,1.7347e-18,-0.058225,0.094219,0.13758,0.00046763,1e+05,19.522,28,5.6
1.7347e-18,-1.7347e-18,0,-0.035968,0.09799,0.11858,0.00034069,1e+05,19.708,28.524,5.6
0,-1.301e-18,8.6736e-19,-0.019335,0.089742,0.10682,0.0003515,1e+05,19.785,28.8,5.6
4.3368e-19,8.6736e-19,-6.0038e-18,-0.044457,0.056439,0.15727,0.00072556,1e+05,19.232,27.2,5.8763
0,0,0,-0.050083,0.070051,0.15238,0.00065303,1e+05,19.343,27.476,5.8763
8.6736e-19,0,-4.3368e-18,-0.050083,0.089798,0.13841,0.00046603,1e+05,19.547,28,5.8763
0,1.301e-18,1.7347e-18,-0.030242,0.092563,0.11949,0.0003383,1e+05,19.723,28.524,5.8763
0,1.7347e-18,0,-0.014492,0.08426,0.10749,0.00033636,1e+05,19.796,28.8,5.8763
0,-4.3368e-19,0,-0.043301,0.054029,0.16439,0.00071961,1e+05,19.312,27.2,6.4
0,0,2.8189e-18,-0.043386,0.06438,0.15687,0.00064622,1e+05,19.411,27.476,6.4
8.6736e-19,-3.0358e-18,3.0358e-18,-0.039259,0.077858,0.13862,0.00050561,1e+05,19.594,28,6.4
0,0,0,-0.022868,0.080311,0.11766,0.00040238,1e+05,19.752,28.524,6.4
0,0,2.6021e-18,-0.0096948,0.0746,0.10632,0.00040009,1e+05,19.818,28.8,6.4
4.3368e-19,-8.6736e-19,-3.0358e-18,-0.045052,0.056408,0.18087,0.00071102,1e+05,19.377,27.2,6.9237
4.3368e-19,-1.5179e-18,3.0358e-18,-0.040225,0.064167,0.16981,0.00063819,1e+05,19.466,27.476,6.9237
0,6.5052e-19,-1.301e-18,-0.030365,0.073163,0.14532,0.00048528,1e+05,19.633,28,6.9237
-4.3368e-19,0,1.7347e-18,-0.016624,0.076998,0.1211,0.00036482,1e+05,19.776,28.524,6.9237
0,1.5179e-18,-8.6736e-19,-0.0064913,0.075184,0.11058,0.00035054,1e+05,19.835,28.8,6.9237
-4.3368e-19,1.301e-18,-6.0715e-18,-0.047375,0.066023,0.19587,0.00086862,1e+05,19.398,27.2,7.2
0,0,-5.8547e-18,-0.039323,0.071961,0.1823,0.00076109,1e+05,19.485,27.476,7.2
-2.1684e-19,0,3.0358e-18,-0.026573,0.079042,0.15412,0.00058895,1e+05,19.645,28,7.2
0,1.5179e-18,1.7347e-18,-0.014816,0.083695,0.12856,0.00046577,1e+05,19.784,28.524,7.2
0,1.5179e-18,-1.7347e-18,-0.0061946,0.083368,0.11856,0.00043618,1e+05,19.841,28.8,7.2
-1.7347e-18,-6.5052e-19,0,0.0091,0.049212,0.032216,0.00022775,1e+05,20.007,30.4,5.6
0,1.5179e-18,0,0.0064324,0.066682,0.024007,0.00014209,1e+05,20.007,30.676,5.6
0,-1.4637e-18,0,0.0051454,0.093382,0.010153,8.1272e-05,1e+05,20.006,31.2,5.6
1.7347e-18,0,2.1684e-19,0.0086219,0.10542,1.2788e-05,7.007e-05,1e+05,20.006,31.724,5.6
0,1.5179e-18,0,0.012037,0.10447,-0.0031958,6.8658e-05,1e+05,20.006,32,5.6
-1.7347e-18,6.5052e-19,0,0.008021,0.04437,0.042585,0.00021063,1e+05,20.007,30.4,5.8763
0,1.5179e-18,-8.6736e-19,0.0040681,0.061287,0.03443,0.00014035,1e+05,20.006,30.676,5.8763
-1.7347e-18,0,2.1684e-19,0.0019789,0.08826,0.01851,8.9547e-05,1e+05,20.006,31.2,5.8763
-1.7347e-18,-1.5043e-18,0,0.0060707,0.10257,0.0045275,7.8125e-05,1e+05,20.006,31.724,5.8763
-1.7347e-18,2.9816e-18,0,0.0098917,0.10332,-0.0013639,7.5352e-05,1e+05,20.006,32,5.8763
0,-7.5894e-19,-4.3368e-19,0.0052184,0.037479,0.060571,0.00022741,1e+05,20.006,30.4,6.4
8.6736e-19,6.5052e-19,1.7347e-18,-3.735e-05,0.050864,0.052224,0.00015784,1e+05,20.006,30.676,6.4
1.7347e-18,-1.5179e-18,4.3368e-19,-0.003247,0.076049,0.032727,0.00010395,1e+05,20.006,31.2,6.4
0,-1.5179e-18,0,0.00033475,0.091947,0.012904,8.7327e-05,1e+05,20.006,31.724,6.4
0,-1.5009e-18,0,0.0037103,0.093989,0.0033158,8.2907e-05,1e+05,20.005,32,6.4
0,7.0473e-19,0,0.0018381,0.032796,0.073594,0.0002095,1e+05,20.006,30.4,6.9237
0,-7.5894e-19,4.3368e-19,-0.0033472,0.040853,0.064483,0.00015812,1e+05,20.006,30.676,6.9237
0,-8.6736e-19,0,-0.0069027,0.061806,0.042105,0.00011491,1e+05,20.006,31.2,6.9237
1.7347e-18,0,2.1684e-19,-0.004787,0.076854,0.018428,9.6714e-05,1e+05,20.005,31.724,6.9237
0,0,0,-0.0024286,0.078979,0.0066333,8.9716e-05,1e+05,20.005,32,6.9237
-8.6736e-19,-3.7947e-19,0,-0.00050921,0.032177,0.077115,0.00025561,1e+05,20.006,30.4,7.2
0,0,-8.6736e-19,-0.0052929,0.037001,0.067984,0.00019563,1e+05,20.006,30.676,7.2
0,8.6736e-19,0,-0.0086649,0.054435,0.0448,0.00013608,1e+05,20.006,31.2,7.2
0,0,0,-0.0070103,0.068313,0.019406,0.00010762,1e+05,20.005,31.724,7.2
1.7347e-18,0,0,-0.004929,0.070559,0.0065052,9.7506e-05,1e+05,20.005,32,7.2
4.3368e-19,4.3368e-19,2.8189e-18,0.030129,0.023646,0.19982,0.00062797,1e+05,19.398,27.2,7.2
2.1684e-19,0,6.0715e-18,0.029295,0.025288,0.18492,0.0005721,1e+05,19.485,27.476,7.2
2.1684e-19,0,1.301e-18,0.025767,0.029683,0.15483,0.00049688,1e+05,19.645,28,7.2
0,1.5179e-18,-3.4694e-18,0.021226,0.039144,0.12833,0.0004648,1e+05,19.784,28.524,7.2
0,7.5894e-19,0,0.020479,0.044253,0.11806,0.00047762,1e+05,19.841,28.8,7.2
4.3368e-19,-3.2526e-19,0,0.026205,0.033946,0.19805,0.0006672,1e+05,19.409,27.2,7.4763
0,0,-3.0358e-18,0.029668,0.032046,0.18312,0.00058121,1e+05,19.494,27.476,7.4763
2.1684e-19,-7.5894e-19,1.7347e-18,0.029676,0.034474,0.15335,0.00045686,1e+05,19.652,28,7.4763
0,0,2.6021e-18,0.023244,0.045572,0.12855,0.00035749,1e+05,19.787,28.524,7.4763
0,0,-1.7347e-18,0.020679,0.051919,0.11923,0.00034005,1e+05,19.844,28.8,7.4763
-8.6736e-19,-3.5237e-19,0,0.038239,0.020273,0.2476,0.00061144,1e+05,19.42,27.2,8
0,0,3.0358e-18,0.044902,0.014809,0.22487,0.0005408,1e+05,19.503,27.476,8
0,-3.5237e-19,-6.0715e-18,0.04303,0.021393,0.18574,0.00045865,1e+05,19.658,28,8
4.3368e-19,-7.5894e-19,0,0.028805,0.040177,0.1552,0.0003803,1e+05,19.791,28.524,8
-2.1684e-19,-7.5894e-19,2.6021e-18,0.021827,0.049282,0.14249,0.00036586,1e+05,19.846,28.8,8
0,0,6.0715e-18,0.059102,0.0018941,0.28324,0.00066405,1e+05,19.413,27.2,8.5237
0,2.1684e-19,-6.0715e-18,0.064518,-0.0069365,0.25718,0.00055396,1e+05,19.497,27.476,8.5237
0,0,-3.4694e-18,0.056383,0.0036249,0.21441,0.00047264,1e+05,19.654,28,8.5237
-4.3368e-19,1.0842e-18,0,0.035027,0.026665,0.17761,0.0003687,1e+05,19.788,28.524,8.5237
2.1684e-19,-1.0842e-18,0,0.024617,0.035146,0.1601,0.00035986,1e+05,19.844,28.8,8.5237
-1.7347e-18,0,-3.0358e-18,0.077864,-0.0085715,0.26173,0.0017155,1e+05,19.399,27.2,8.8
0,-2.1684e-19,-3.0358e-18,0.079587,-0.01918,0.24056,0.0013441,1e+05,19.485,27.476,8.8
0,0,0,0.066005,-0.0079409,0.20608,0.00084934,1e+05,19.645,28,8.8
0,-3.5237e-19,-3.0358e-18,0.041097,0.016053,0.1725,0.00049259,1e+05,19.783,28.524,8.8
2.1684e-19,0,0,0.029007,0.023659,0.15574,0.00042314,1e+05,19.84,28.8,8.8
0,0,-8.6736e-19,-0.00090666,0.02909,0.076898,0.00029111,1e+05,20.006,30.4,7.2
0,-3.2526e-19,8.6736e-19,-0.0055372,0.034161,0.067869,0.00021246,1e+05,20.006,30.676,7.2
8.6736e-19,-6.5052e-19,-7.5894e-19,-0.0087327,0.052686,0.044847,0.00014484,1e+05,20.006,31.2,7.2
0,7.5894e-19,6.5052e-19,-0.0070352,0.067457,0.019525,0.00011026,1e+05,20.005,31.724,7.2
0,-1.5179e-18,0,-0.0049256,0.069543,0.0066069,0.00010297,1e+05,20.005,32,7.2
0,-3.7947e-19,0,-0.0027659,0.028141,0.080699,0.00019388,1e+05,20.006,30.4,7.4763
0,2.1684e-19,0,-0.0069132,0.030258,0.071082,0.00016148,1e+05,20.006,30.676,7.4763
0,0,0,-0.009848,0.04464,0.046867,0.00013091,1e+05,20.005,31.2,7.4763
-8.6736e-19,-7.5894e-19,0,-0.0084176,0.057985,0.019908,0.00010723,1e+05,20.005,31.724,7.4763
-8.6736e-19,0,0,-0.0063994,0.060516,0.0062408,0.00010208,1e+05,20.005,32,7.4763
0,0,8.6736e-19,-0.0064928,0.022176,0.083194,0.00020192,1e+05,20.006,30.4,8
0,2.1684e-19,8.6736e-19,-0.0095048,0.020232,0.074335,0.00017591,1e+05,20.005,30.676,8
0,-6.5052e-19,7.3184e-19,-0.011465,0.026573,0.050147,0.00014282,1e+05,20.005,31.2,8
-4.3368e-19,-7.5894e-19,-8.6736e-19,-0.0097457,0.037315,0.019917,0.00011537,1e+05,20.005,31.724,8
0,1.5179e-18,-4.3368e-19,-0.0074345,0.041507,0.0038324,0.00010673,1e+05,20.005,32,8
0,0,8.6736e-19,-0.0082953,0.017685,0.085387,0.00016184,1e+05,20.005,30.4,8.5237
2.1684e-19,-2.1684e-19,3.9031e-18,-0.01066,0.012036,0.077693,0.00015216,1e+05,20.005,30.676,8.5237
0,-1.0842e-19,7.4539e-19,-0.012159,0.0072624,0.054129,0.00013334,1e+05,20.005,31.2,8.5237
-4.3368e-19,0,8.6736e-19,-0.010498,0.013572,0.021154,0.00011227,1e+05,20.005,31.724,8.5237
0,0,0,-0.0082602,0.019989,0.0028189,0.00010363,1e+05,20.004,32,8.5237
0,3.2526e-19,8.6736e-19,-0.0090902,0.017205,0.085665,0.00026761,1e+05,20.005,30.4,8.8
0,4.8789e-19,8.6736e-19,-0.011498,0.0095249,0.078639,0.00022839,1e+05,20.005,30.676,8.8
0,-4.7434e-20,7.4539e-19,-0.013078,-0.0023465,0.056066,0.00017126,1e+05,20.005,31.2,8.8
0,0,0,-0.011706,0.00044519,0.023113,0.00013035,1e+05,20.004,31.724,8.8
4.3368e-19,2.1684e-19,0,-0.0097664,0.0078426,0.0044,0.00011478,1e+05,20.004,32,8.8
0,1.7347e-18,-6.0715e-18,-0.03667,0.095073,0.17923,0.00069015,1e+05,19.293,27.2,10.4
-1.7347e-18,0,-3.0358e-18,-0.017837,0.090252,0.17318,0.00047383,1e+05,19.395,27.476,10.4
-1.7347e-18,1.7347e-18,-3.0358e-18,0.013695,0.069439,0.15103,0.00018997,1e+05,19.582,28,10.4
1.7347e-18,0,3.0358e-18,0.021586,0.051259,0.12558,0.00016874,1e+05,19.744,28.524,10.4
0,-4.3368e-19,0,0.01677,0.048797,0.11224,0.00022977,1e+05,19.811,28.8,10.4
0,0,-6.0715e-18,-0.006457,0.0028981,0.18357,0.00040985,1e+05,19.289,27.2,10.676
0,0,3.0358e-18,0.017431,-0.0086314,0.17438,0.0004053,1e+05,19.391,27.476,10.676
-1.7347e-18,0,3.0358e-18,0.046721,-0.025091,0.14883,0.00037247,1e+05,19.58,28,10.676
-1.7347e-18,8.6736e-19,-1.7347e-18,0.041322,-0.022399,0.12501,0.00035294,1e+05,19.743,28.524,10.676
0,0,1.301e-18,0.028598,-0.011564,0.11449,0.00032888,1e+05,19.81,28.8,10.676
-1.7347e-18,-4.3368e-19,0,0.03169,-0.053156,0.1073,0.00051297,1e+05,19.28,27.2,11.2
-1.7347e-18,1.7347e-18,3.0358e-18,0.062199,-0.071034,0.11221,0.00044994,1e+05,19.383,27.476,11.2
0,-1.7347e-18,1.5179e-18,0.086488,-0.087757,0.1157,0.00034953,1e+05,19.574,28,11.2
0,-8.6736e-19,1.301e-18,0.063982,-0.07206,0.11119,0.00028159,1e+05,19.739,28.524,11.2
0,0,0,0.042627,-0.052023,0.10554,0.0002501,1e+05,19.807,28.8,11.2
0,-1.7347e-18,1.0842e-18,0.050359,-0.08988,0.038874,0.0010039,1e+05,19.287,27.2,11.724
0,-1.7347e-18,8.6736e-19,0.08474,-0.10734,0.055884,0.00087474,1e+05,19.389,27.476,11.724
-1.7347e-18,-1.7347e-18,1.5179e-18,0.10953,-0.12452,0.084162,0.00067892,1e+05,19.578,28,11.724
1.7347e-18,0,1.301e-18,0.081106,-0.10747,0.092713,0.00052292,1e+05,19.741,28.524,11.724
0,-8.6736e-19,3.0358e-18,0.05524,-0.084589,0.087482,0.00045374,1e+05,19.809,28.8,11.724
0,-3.0358e-18,0,0.050448,-0.17087,0.069173,0.0027999,1e+05,19.304,27.2,12
1.7347e-18,-6.0715e-18,-1.5179e-18,0.088724,-0.18463,0.081128,0.0021939,1e+05,19.404,27.476,12
0,-3.4694e-18,1.5179e-18,0.11893,-0.19266,0.099824,0.0012281,1e+05,19.589,28,12
0,0,0,0.09054,-0.16439,0.098784,0.00057178,1e+05,19.748,28.524,12
0,0,0,0.062048,-0.13465,0.087814,0.0004005,1e+05,19.813,28.8,12
-1.7347e-18,1.5179e-18,0,0.011913,0.104,-0.0032605,6.8472e-05,1e+05,20.006,32,5.6
0,0,0,0.016231,0.097092,-0.0047356,6.4337e-05,1e+05,20.005,32.276,5.6
-1.7347e-18,1.5179e-18,0,0.020968,0.066359,-0.0027623,5.6288e-05,1e+05,20.005,32.8,5.6
0,4.3368e-19,4.3368e-19,0.019578,0.026587,0.003421,4.8072e-05,1e+05,20.005,33.324,5.6
8.6736e-19,0,0,0.01672,0.0049935,0.0074786,4.4461e-05,1e+05,20.004,33.6,5.6
-1.7347e-18,1.5179e-18,-4.3368e-19,0.0097405,0.10282,-0.0013963,7.5709e-05,1e+05,20.006,32,5.8763
1.7347e-18,0,0,0.01424,0.097795,-0.0058961,7.0256e-05,1e+05,20.005,32.276,5.8763
0,-6.5052e-19,0,0.018834,0.070296,-0.010108,5.9914e-05,1e+05,20.005,32.8,5.8763
0,4.3368e-19,0,0.017297,0.033358,-0.0078931,4.9782e-05,1e+05,20.005,33.324,5.8763
0,-4.3368e-19,-8.6736e-19,0.014612,0.012885,-0.0045716,4.5469e-05,1e+05,20.004,33.6,5.8763
1.7347e-18,0,-4.3368e-19,0.0036858,0.093753,0.0032695,8.2523e-05,1e+05,20.005,32,6.4
0,1.4637e-18,0,0.0075229,0.090272,-0.0055198,7.6172e-05,1e+05,20.005,32.276,6.4
0,-1.5179e-18,0,0.011975,0.069214,-0.018797,6.4742e-05,1e+05,20.005,32.8,6.4
8.6736e-19,0,8.6736e-19,0.01177,0.041402,-0.024353,5.4158e-05,1e+05,20.004,33.324,6.4
0,0,0,0.010262,0.025529,-0.02402,4.9476e-05,1e+05,20.004,33.6,6.4
0,0,0,-0.0022587,0.07907,0.0066872,8.9871e-05,1e+05,20.005,32,6.9237
0,1.4976e-18,0,0.00069276,0.075887,-0.0043587,8.1933e-05,1e+05,20.005,32.276,6.9237
8.6736e-19,7.5894e-19,0,0.0059166,0.060581,-0.022552,6.8376e-05,1e+05,20.005,32.8,6.9237
0,-7.5894e-19,8.6736e-19,0.0079673,0.042733,-0.034672,5.6597e-05,1e+05,20.004,33.324,6.9237
0,-4.3368e-19,-1.7347e-18,0.007571,0.032592,-0.038182,5.1568e-05,1e+05,20.004,33.6,6.9237
0,0,0,-0.0046932,0.0707,0.0068836,9.8311e-05,1e+05,20.005,32,7.2
0,1.5179e-18,-4.3368e-19,-0.0018902,0.06784,-0.0049479,8.7905e-05,1e+05,20.005,32.276,7.2
-8.6736e-19,1.4908e-18,0,0.0040109,0.055075,-0.024232,7.2625e-05,1e+05,20.004,32.8,7.2
-8.6736e-19,-7.5894e-19,8.6736e-19,0.0069033,0.041464,-0.038467,6.0031e-05,1e+05,20.004,33.324,7.2
8.6736e-19,0,0,0.006682,0.034021,-0.043566,5.4654e-05,1e+05,20.004,33.6,7.2
0,1.0842e-19,0,-0.0097003,0.0071923,0.005093,0.00010466,1e+05,20.004,32,8.8
0,0,0,-0.0071055,0.017357,-0.012731,9.4364e-05,1e+05,20.004,32.276,8.8
0,0,0,-0.0028973,0.029698,-0.035906,7.9399e-05,1e+05,20.004,32.8,8.8
-2.7105e-20,8.6736e-19,0,-0.0018076,0.031606,-0.049448,6.6711e-05,1e+05,20.004,33.324,8.8
0,-1.301e-18,0,-0.0028678,0.030611,-0.054694,6.0671e-05,1e+05,20.003,33.6,8.8
8.6736e-19,0,0,-0.011609,-0.0058822,0.0080714,0.0001075,1e+05,20.004,32,9.0763
0,2.1684e-19,-8.6736e-19,-0.0094387,0.0065736,-0.0098104,9.6817e-05,1e+05,20.004,32.276,9.0763
0,0,0,-0.0058149,0.025019,-0.03428,8.0561e-05,1e+05,20.004,32.8,9.0763
-1.0842e-19,0,0,-0.0041896,0.030237,-0.049145,6.7271e-05,1e+05,20.003,33.324,9.0763
0,4.3368e-19,-3.4694e-18,-0.0044972,0.029766,-0.054841,6.0783e-05,1e+05,20.003,33.6,9.0763
0,8.6736e-19,0,-0.015724,-0.029035,0.018206,0.00010033,1e+05,20.004,32,9.6
-8.6736e-19,4.3368e-19,-8.6736e-19,-0.013951,-0.01572,0.0017464,9.1697e-05,1e+05,20.004,32.276,9.6
0,0,-8.6736e-19,-0.010138,0.010585,-0.027283,7.749e-05,1e+05,20.004,32.8,9.6
0,0,-3.4694e-18,-0.0064337,0.02318,-0.048816,6.5276e-05,1e+05,20.003,33.324,9.6
-2.1684e-19,0,1.7347e-18,-0.0050364,0.025452,-0.056628,5.8903e-05,1e+05,20.003,33.6,9.6
-1.7347e-18,6.5052e-19,0,-0.017353,-0.049328,0.028706,0.00010437,1e+05,20.004,32,10.124
1.7347e-18,4.3368e-19,0,-0.014923,-0.041356,0.014582,9.4249e-05,1e+05,20.004,32.276,10.124
0,-4.3368e-19,-8.6736e-19,-0.010171,-0.014562,-0.019194,7.6941e-05,1e+05,20.003,32.8,10.124
0,0,0,-0.0056815,0.0085865,-0.047958,6.3149e-05,1e+05,20.003,33.324,10.124
0,-2.1684e-19,-1.7347e-18,-0.0036933,0.018294,-0.057579,5.6146e-05,1e+05,20.003,33.6,10.124
0,0,0,-0.016604,-0.058549,0.031768,9.0125e-05,1e+05,20.004,32,10.4
-1.7347e-18,1.7347e-18,-1.7347e-18,-0.013626,-0.055447,0.019208,8.4225e-05,1e+05,20.004,32.276,10.4
0,-6.5052e-19,0,-0.0087472,-0.031432,-0.015182,7.0519e-05,1e+05,20.003,32.8,10.4
-8.6736e-19,2.1684e-19,0,-0.0050247,-0.0017381,-0.045908,5.8758e-05,1e+05,20.003,33.324,10.4
0,4.3368e-19,1.7347e-18,-0.0034072,0.013759,-0.056006,5.2575e-05,1e+05,20.003,33.6,10.4
-4.3368e-19,0,0,0.016875,0.003459,0.0074923,4.4171e-05,1e+05,20.004,33.6,5.6
-1.0842e-19,4.3368e-19,0,0.013232,-0.016625,0.011574,4.0353e-05,1e+05,20.004,33.876,5.6
-8.6736e-19,-1.4908e-18,8.6736e-19,0.0072547,-0.06572,0.018147,3.3603e-05,1e+05,20.004,34.4,5.6
0,0,0,0.0020316,-0.11434,0.02112,2.799e-05,1e+05,20.003,34.924,5.6
3.4694e-18,-2.9951e-18,0,-0.00057324,-0.13092,0.021265,2.5374e-05,1e+05,20.003,35.2,5.6
0,0,0,0.014749,0.011203,-0.0046825,4.5138e-05,1e+05,20.004,33.6,5.8763
0,1.0842e-19,0,0.011516,-0.007932,-0.00048745,4.0786e-05,1e+05,20.004,33.876,5.8763
0,7.5894e-19,8.6736e-19,0.0068414,-0.057431,0.007016,3.3498e-05,1e+05,20.004,34.4,5.8763
1.7347e-18,0,8.6736e-19,0.0034842,-0.10791,0.012639,2.765e-05,1e+05,20.003,34.924,5.8763
0,2.9816e-18,-8.6736e-19,0.001823,-0.12547,0.015037,2.4923e-05,1e+05,20.003,35.2,5.8763
0,2.1684e-19,-8.6736e-19,0.010413,0.023751,-0.02428,4.9295e-05,1e+05,20.004,33.6,6.4
0,0,0,0.0084875,0.0080883,-0.021915,4.4704e-05,1e+05,20.004,33.876,6.4
0,6.5052e-19,8.6736e-19,0.0066464,-0.038484,-0.015612,3.709e-05,1e+05,20.004,34.4,6.4
-1.7347e-18,3.0358e-18,0,0.0064382,-0.088587,-0.0054909,3.0682e-05,1e+05,20.003,34.924,6.4
-1.7347e-18,0,-4.3368e-19,0.0061394,-0.10662,0.0013856,2.7511e-05,1e+05,20.003,35.2,6.4
-8.6736e-19,0,0,0.0077965,0.031008,-0.038479,5.1385e-05,1e+05,20.004,33.6,6.9237
4.3368e-19,-4.3368e-19,0,0.0065866,0.020138,-0.039514,4.6661e-05,1e+05,20.004,33.876,6.9237
0,0,0,0.00577,-0.017853,-0.036718,3.9056e-05,1e+05,20.004,34.4,6.9237
1.7347e-18,1.301e-18,0,0.0064518,-0.06114,-0.023673,3.2727e-05,1e+05,20.003,34.924,6.9237
1.7347e-18,1.301e-18,-4.3368e-19,0.0064469,-0.077713,-0.012918,2.9524e-05,1e+05,20.003,35.2,6.9237
0,8.6736e-19,-8.6736e-19,0.0069334,0.032609,-0.043863,5.4327e-05,1e+05,20.004,33.6,7.2
0,2.1684e-19,-1.7347e-18,0.005606,0.024414,-0.046614,4.9295e-05,1e+05,20.004,33.876,7.2
0,0,8.6736e-19,0.0042134,-0.0072493,-0.045657,4.1069e-05,1e+05,20.003,34.4,7.2
-8.6736e-19,-4.3368e-19,4.3368e-19,0.0042671,-0.044694,-0.03176,3.4436e-05,1e+05,20.003,34.924,7.2
0,-1.301e-18,4.3368e-19,0.004022,-0.059768,-0.019511,3.116e-05,1e+05,20.003,35.2,7.2
0,-1.5179e-18,0,-0.004712,0.069672,0.0069866,9.8161e-05,1e+05,20.005,32,7.2
8.6736e-19,-1.4908e-18,0,-0.0019069,0.067066,-0.0048999,8.8947e-05,1e+05,20.005,32.276,7.2
-8.6736e-19,0,8.6736e-19,0.0040005,0.054581,-0.024306,7.2685e-05,1e+05,20.004,32.8,7.2
0,1.5179e-18,0,0.0068987,0.041183,-0.038516,6.0097e-05,1e+05,20.004,33.324,7.2
0,8.6736e-19,1.7347e-18,0.0066832,0.03388,-0.043543,5.4066e-05,1e+05,20.004,33.6,7.2
0,0,-4.3368e-19,-0.0061698,0.060576,0.006419,9.8684e-05,1e+05,20.005,32,7.4763
8.6736e-19,7.5894e-19,0,-0.003322,0.058882,-0.0062048,8.979e-05,1e+05,20.005,32.276,7.4763
8.6736e-19,0,0,0.0031529,0.049048,-0.026216,7.4109e-05,1e+05,20.004,32.8,7.4763
0,0,-1.7347e-18,0.0064004,0.039014,-0.041643,6.1185e-05,1e+05,20.004,33.324,7.4763
4.3368e-19,-4.3368e-19,-8.6736e-19,0.0060497,0.033917,-0.047759,5.5062e-05,1e+05,20.004,33.6,7.4763
